name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost,listing_type,listed_city,high_performer
Cafe Coffee Day,1,0,2.9,70,Koramangala 5th Block,Cafe,Cappuccino,Cafe,650.0,Dine-out,Koramangala 5th Block,0
Cool Lassi Burger,0,0,3.1,7,Koramangala 5th Block,"Beverage Shop, Quick Bites",,"Beverages, Fast Food, Burger",200.0,Dine-out,Koramangala 5th Block,0
Sri Vinayaka Andhra Mess,0,0,3.3,4,Koramangala 5th Block,Mess,,Andhra,300.0,Dine-out,Koramangala 5th Block,0
Bakimo,0,0,3.5,7,Koramangala 5th Block,Casual Dining,,Continental,850.0,Dine-out,Koramangala 5th Block,0
Shree Nandini Andhra Mess,0,0,3.3,5,Koramangala 5th Block,Mess,,Andhra,150.0,Dine-out,Koramangala 5th Block,0
Malabar Mint,0,0,3.4,39,Koramangala 5th Block,Casual Dining,,"Kerala, North Indian, Chinese",700.0,Dine-out,Koramangala 5th Block,0
Shaap,1,0,3.6,207,Koramangala 5th Block,Casual Dining,"Appam, Kappa Biryani, Chicken Fry, Kallappam, Buttermilk, Beef Fry, Paratha","Kerala, Seafood",500.0,Dine-out,Koramangala 5th Block,0
Grills And Tandoor,1,1,3.7,110,Koramangala 5th Block,Casual Dining,"Chicken Grill, Biryani, Shahi Tukda, Chop Suey, Barbeque Chicken, Naan, Fish","North Indian, Chinese",900.0,Dine-out,Koramangala 5th Block,0
Tella Tales,1,0,4.2,414,Koramangala 5th Block,Cafe,"Pancakes, Pasta, Burgers, Exotic Veg Pizza, Mushroom Steak, Sushi, Peri Fries","Cafe, Desserts, Beverages",700.0,Dine-out,Koramangala 5th Block,1
Stoner,1,0,4.5,2620,Koramangala 5th Block,"Dessert Parlor, Cafe","Burgers, Spinach Pizza, Butter Chicken Pizza, Chicken Bbq Burger, Tiramisu, Ferrero Rocher, Brownie Shake","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,Dine-out,Koramangala 5th Block,1
California Burrito,0,0,4.1,1227,Koramangala 5th Block,Quick Bites,"Nachos, Rice Bowl, California Burrito, Rice Bowls, Chicken Quesadilla, Bbq Chicken, Pink Lemonade","Mexican, Fast Food",400.0,Dine-out,Koramangala 5th Block,1
Sree Krishna Kafe,1,0,4.2,972,Koramangala 5th Block,Quick Bites,"Filter Coffee, Lunch Thali, Idli, Mini Idlis, Ghee Masala Dosa, Rasam Vada, Pongal",South Indian,200.0,Dine-out,Koramangala 5th Block,1
Khawa Karpo,0,0,4.3,995,Koramangala 5th Block,Quick Bites,"Momos, Noodles, Thukpa, Chicken Thupka, Manchow Soup, Chicken Momo, Crispy Honey Chicken","Chinese, Tibetan, Momos",350.0,Dine-out,Koramangala 5th Block,1
30 Square,1,0,4.2,557,Koramangala 5th Block,Quick Bites,"Veg Momos, Noodles, Cheese Momos, Jhol Momos, Wai Wai Bhel, Brownie, Chicken Momo","Tibetan, Nepalese, Momos",400.0,Dine-out,Koramangala 5th Block,1
IDC Kitchen,0,0,4.2,52,Koramangala 5th Block,Quick Bites,"Masala Idli, Filter Coffee",South Indian,200.0,Dine-out,Koramangala 5th Block,0
Leon Grill,1,0,4.3,171,Koramangala 5th Block,Quick Bites,"Burgers, Peri Peri Chicken, Spicy Chicken, Grilled Lamb Burger, Chicken Burger, French Fries","Burger, Fast Food",500.0,Dine-out,Koramangala 5th Block,0
Biryanis And More,1,0,3.7,21,Koramangala 5th Block,Quick Bites,,"Biryani, North Indian, Chinese, Andhra, South Indian",750.0,Dine-out,Koramangala 5th Block,0
Tibetan Kitchen,1,0,4.3,246,Koramangala 5th Block,Quick Bites,"Noodles, Pasta, Tibetan Momos, Clear Soup, Thukpa, Steak, Chicken Momo","Tibetan, Chinese, Continental, Momos",600.0,Dine-out,Koramangala 5th Block,1
Atta Galata,0,0,4.1,209,Koramangala 5th Block,Quick Bites,"Sandwiches, Masala Pav, Chicken Burger, Filter Coffee, Burgers, Masala Chai, French Fries","Bakery, Beverages",200.0,Dine-out,Koramangala 5th Block,1
Subway,1,0,3.7,219,Koramangala 5th Block,"Quick Bites, Food Court","Salads, Chicken Tikka, Veg Shammi, Teriyaki Chicken, Sandwich, Veggie Delight, Aloo Patty","Salad, Fast Food",600.0,Dine-out,Koramangala 5th Block,0
Pizza Hut,1,0,3.7,116,Koramangala 5th Block,Quick Bites,"Pizza, Lemonade, Pasta","Pizza, Fast Food",750.0,Dine-out,Koramangala 5th Block,0
Sonar Bangala,1,0,3.8,76,Koramangala 5th Block,Quick Bites,"Kosha Mangsho, Daab Chingri, Fish Curry, Dum Biryani","Bengali, North Indian",500.0,Dine-out,Koramangala 5th Block,0
Madeena Hotel,1,0,4.0,88,Koramangala 5th Block,Quick Bites,,"North Indian, Mughlai, Biryani",400.0,Dine-out,Koramangala 5th Block,0
Momo Hut,1,0,4.0,685,Koramangala 5th Block,Quick Bites,"Noodles, Beef Momos, Chicken Shaptra, Chicken Thukpa, Clear Soup, Beef Momo, Chicken Thupka","Chinese, Tibetan, Momos",250.0,Dine-out,Koramangala 5th Block,1
McDonald's,1,0,3.8,295,Koramangala 5th Block,Quick Bites,"Burgers, Oreo Mcflurry, French Fries, Mcspicy Chicken Burger, Paneer Pockets, Tikki, Chicken Maharaja Mac","Fast Food, Burger",500.0,Dine-out,Koramangala 5th Block,0
Chaska Bun,1,0,4.2,166,Koramangala 5th Block,Quick Bites,"Ginger Tea, Chai, Samosa, Bun Omelette, Elaichi Tea, Egg Bhurji, Carrot Cake",Fast Food,300.0,Dine-out,Koramangala 5th Block,0
Mizo Kitchen,0,0,3.8,27,Koramangala 5th Block,Quick Bites,,"North Eastern, Chinese",400.0,Dine-out,Koramangala 5th Block,0
Paratha Plaza,1,0,3.9,41,Koramangala 5th Block,Quick Bites,Sattu Paratha,North Indian,250.0,Dine-out,Koramangala 5th Block,0
Burger Lounge,1,0,3.6,75,Koramangala 5th Block,Quick Bites,"Burgers, Zinger Burger","Burger, Fast Food, Beverages",600.0,Dine-out,Koramangala 5th Block,0
Dosa Plaza,1,0,3.8,140,Koramangala 5th Block,Quick Bites,Masala Dosa,"South Indian, North Indian, Chinese, Beverages",200.0,Dine-out,Koramangala 5th Block,0
Ganesh Restaurant,1,0,3.7,51,Koramangala 5th Block,Quick Bites,,"Chinese, Street Food",300.0,Dine-out,Koramangala 5th Block,0
Chetty's Corner,1,0,3.8,34,Koramangala 7th Block,Quick Bites,,"Fast Food, Pizza, Sandwich",250.0,Dine-out,Koramangala 5th Block,0
Flavour of Himalaya,1,0,3.7,24,Koramangala 5th Block,Quick Bites,,Asian,500.0,Dine-out,Koramangala 5th Block,0
Kinpeetos,1,0,3.9,64,Koramangala 5th Block,Quick Bites,"Burgers, Belgian Fries, Pasta, Salads, Falafel Pockets, Greek Sandwich","Lebanese, Greek",300.0,Dine-out,Koramangala 5th Block,0
Village Donne Biryani,1,0,3.3,49,Koramangala 5th Block,Quick Bites,,Biryani,300.0,Dine-out,Koramangala 5th Block,0
Food And You,0,0,3.8,89,Koramangala 5th Block,Quick Bites,"Thali, Thepla, Gulab Jamun, Masala Lassi, Rice, Gujarati Food, Roti","North Indian, Gujarati",300.0,Dine-out,Koramangala 5th Block,0
Natuna Seafood House,1,0,4.1,76,Koramangala 5th Block,Quick Bites,"Sea Food, Thali, Red Snapper, Fish Fry, Neer Dosa",Seafood,450.0,Dine-out,Koramangala 5th Block,0
The Monalisa Restaurant,1,0,3.3,4,Koramangala 5th Block,Quick Bites,,Chinese,300.0,Dine-out,Koramangala 5th Block,0
Falafel Bistro,0,0,3.4,6,Koramangala 5th Block,Quick Bites,,"Arabian, Lebanese, Chinese",300.0,Dine-out,Koramangala 5th Block,0
Rimo,1,0,3.9,44,Koramangala 5th Block,Quick Bites,,"Tibetan, Asian, Momos",500.0,Dine-out,Koramangala 5th Block,0
David's Kitchen,1,0,3.6,14,BTM,Quick Bites,,"North Indian, South Indian, Chinese",200.0,Dine-out,Koramangala 5th Block,0
Cool Point,0,0,3.2,7,Koramangala 5th Block,Quick Bites,,"Juices, Fast Food",100.0,Dine-out,Koramangala 5th Block,0
Krupa Sagar,0,0,3.2,4,Koramangala 5th Block,Quick Bites,,"North Indian, South Indian, Chinese, Street Food",300.0,Dine-out,Koramangala 5th Block,0
Egg House,0,0,2.9,14,Koramangala 5th Block,Quick Bites,,"Continental, Italian, Fast Food",400.0,Dine-out,Koramangala 5th Block,0
S.W.A.T Food Truck,0,0,3.7,21,Koramangala 5th Block,Quick Bites,,"American, Fast Food",250.0,Dine-out,Koramangala 5th Block,0
Dry Dock Cafe,0,0,3.6,10,Koramangala 5th Block,Quick Bites,,"Street Food, Tea",200.0,Dine-out,Koramangala 5th Block,0
Eat Sleep Eat Repeat,1,0,3.5,16,Koramangala 5th Block,Quick Bites,,"Chinese, North Indian, Continental",200.0,Dine-out,Koramangala 5th Block,0
Biryani Foodies,1,0,3.1,7,Koramangala 5th Block,Quick Bites,,"Biryani, Mughlai",500.0,Dine-out,Koramangala 5th Block,0
Rolls On Wheel,0,0,3.0,18,Koramangala 5th Block,Quick Bites,,"Fast Food, Rolls",300.0,Dine-out,Koramangala 5th Block,0
Jayanthi Sagar,0,0,3.1,21,Koramangala 5th Block,Quick Bites,,"South Indian, North Indian, Chinese",200.0,Dine-out,Koramangala 5th Block,0
Kanha's Kafe,0,0,3.5,12,Koramangala 5th Block,Quick Bites,,"Awadhi, Bihari, Fast Food, Ice Cream, Mithai",200.0,Dine-out,Koramangala 5th Block,0
FrostBite,0,0,3.5,15,Koramangala 5th Block,"Dessert Parlor, Quick Bites",,"Desserts, Fast Food",400.0,Dine-out,Koramangala 5th Block,0
Lets cafe,0,0,3.5,6,Koramangala 5th Block,Quick Bites,,"Chinese, North Indian",250.0,Dine-out,Koramangala 5th Block,0
Ande Ka Funda,0,0,3.2,9,Koramangala 5th Block,Quick Bites,,"North Indian, Chinese, Rolls",250.0,Dine-out,Koramangala 5th Block,0
Ascharya Hotel,1,0,3.4,11,Koramangala 5th Block,Quick Bites,,"Mangalorean, South Indian",300.0,Dine-out,Koramangala 5th Block,0
Namma Biriyani,1,0,3.7,17,Koramangala 5th Block,Quick Bites,,"Biryani, Chinese, North Indian",250.0,Dine-out,Koramangala 5th Block,0
Tapri By The Corner,1,0,4.1,205,Koramangala 5th Block,Quick Bites,"Tea, Chole, Khichda, Butter Paneer, Paneer Bhurji, Paratha, Masala Chai",Fast Food,250.0,Dine-out,Koramangala 5th Block,1
Sulaimani Chai,0,0,3.8,21,Koramangala 5th Block,Quick Bites,,"Fast Food, Beverages",100.0,Dine-out,Koramangala 5th Block,0
Calvin's,1,0,3.8,433,Koramangala 5th Block,"Dessert Parlor, Quick Bites","Club Chicken Sandwich, Sandwiches, Coffee, Pie, Burgers, Carrot Cake, Cheesecake",Desserts,800.0,Dine-out,Koramangala 5th Block,0
Sri Ganesh Juice Corner,0,0,3.0,9,Koramangala 5th Block,Quick Bites,,"Juices, Fast Food",150.0,Dine-out,Koramangala 5th Block,0
The Bier Library,1,1,4.3,563,Koramangala 6th Block,"Microbrewery, Casual Dining","Beer, Pizza, Mocktails, Pasta, Rasmalai, Cocktails, Brownie","Continental, North Indian, Pizza, BBQ",2000.0,Dine-out,Koramangala 5th Block,1
Koramangala Social,1,0,4.6,4694,Koramangala 7th Block,Lounge,"Manchow Soup, Caramel Custard, Cocktails, Bbq Platter, Pork Ribs, Mocktails, Paratha","American, North Indian, Chinese, Finger Food",1500.0,Dine-out,Koramangala 5th Block,1
Bombay Adda,0,1,4.4,2362,Koramangala 7th Block,"Casual Dining, Bar","Nachos, Cocktails, Nasi Goreng, Chicken Tikka, Pav Bhaji Fondue, Tiramisu, Samosa",Modern Indian,1100.0,Dine-out,Koramangala 5th Block,1
The Hole in the Wall Cafe,0,0,4.6,7122,Koramangala 4th Block,Cafe,"Waffles, Healthy Breakfast, English Breakfast, Pancakes, Burgers, Sandwiches, Mushroom Omelette","Cafe, American, Burger",600.0,Dine-out,Koramangala 5th Block,1
Fenny's Lounge And Kitchen,0,1,4.6,6372,Koramangala 7th Block,"Bar, Casual Dining","Caramel Pudding, Cocktails, Pizza, Mocktails, Wedges, Bbq Chicken, Veg Starter","Mediterranean, Pizza, Continental, Seafood, Salad",1600.0,Dine-out,Koramangala 5th Block,1
Prost Brew Pub,0,1,4.5,7854,Koramangala 4th Block,"Pub, Microbrewery","Mango Cider, Cajun Potato, Nachos, Salads, Pizza, Wheat Beer, Pork Ribs","American, Continental, North Indian, Salad",1800.0,Dine-out,Koramangala 5th Block,1
The Fixx,0,1,4.3,217,Koramangala 4th Block,"Casual Dining, Bar","Cocktails, Shakshouka, Beer, Margherita Pizza, Blueberry Cheesecake, Fries, Bellini","Continental, South Indian, Italian, North Indian, Chinese",1200.0,Dine-out,Koramangala 5th Block,1
Foxtrot - House of Subculture,0,1,4.4,373,Koramangala 3rd Block,"Cafe, Lounge","Cocktails, Fish, Mocktails, Momos, Burgers, Pizza, Chicken Lollipop","Cafe, American, Asian, North Indian",1000.0,Dine-out,Koramangala 5th Block,1
Onesta,1,1,4.4,9079,Koramangala 4th Block,"Casual Dining, Cafe","Berryblast, Gourmet Pizza, Mocktails, Ravioli, Bacon Pizza, Pasta, Prawn Pizza","Pizza, Cafe, Italian",600.0,Dine-out,Koramangala 5th Block,1
Barbeque Nation,0,1,4.7,3628,Koramangala 1st Block,Casual Dining,"Cocktails, Mutton Seekh, Tangdi Chicken, Mango Ice Cream, Biryani, Malai Kulfi, Fish","North Indian, European, Mediterranean, BBQ, Kebab",1600.0,Dine-out,Koramangala 5th Block,1
Roots,1,1,4.5,1889,Koramangala 1st Block,"Casual Dining, Bar","Kadhai Murgh, Coffee Toffee, Pasta, Tandoori Chicken, Dum Aloo, Tandoori Pomfret, Butter Chicken","North Indian, South Indian, Chinese, Continental, Mangalorean",1200.0,Dine-out,Koramangala 5th Block,1
Gramin,1,0,4.3,3459,Koramangala 7th Block,Casual Dining,"Chaach, Bhindi Anardana, Thandai, Jal-jeera, Lunch Thali, Sweet Lassi, Crispy Babycorn",North Indian,600.0,Dine-out,Koramangala 5th Block,1
The Terrace at Gilly's Redefined,0,1,4.6,890,Koramangala 4th Block,"Microbrewery, Casual Dining","Cocktails, Beer, Mocktails, Biryani, Long Island Iced Tea, Pizza, Drunken Prawn","Continental, Finger Food, Asian, North Indian",1400.0,Dine-out,Koramangala 5th Block,1
Punjab Bistro,1,1,4.4,459,Koramangala 7th Block,"Casual Dining, Bar","Chicken Shorba, Paneer Tikka Masala, Cocktails, Jumbo Prawns, Beer, Butter Naan, Paan Shot",North Indian,1500.0,Dine-out,Koramangala 5th Block,1
Nasi And Mee,1,1,4.4,2394,Koramangala 4th Block,Casual Dining,"Salads, Shitake Mushrooms, Noodles, Dumplings, Nasi Goreng, Crispy Corn, Vegetarian","Malaysian, Thai, Singaporean, Asian, Chinese, Momos",1000.0,Dine-out,Koramangala 5th Block,1
Myu Bar at Gilly's Redefined,0,1,4.5,1231,Koramangala 4th Block,"Microbrewery, Bar","Mai Thai, Sangria, Pizza, Cocktails, Biryani, Beer, Chicken Nachos","American, North Indian, Pizza, Finger Food, Continental, Italian",1200.0,Dine-out,Koramangala 5th Block,1
Third Wave Coffee Roasters,0,0,4.4,1225,Koramangala 4th Block,Cafe,"Coffee, Hummus Platter, Granola Parfait, Hot Chocolate, Cappuccino, Waffles, Skillet Cookie","Cafe, Continental, Desserts",800.0,Dine-out,Koramangala 5th Block,1
By The Blue - Grand Mercure,0,1,4.1,786,Koramangala 3rd Block,Casual Dining,"Butter Naan, Mocktails, Cocktails, Sunday Brunch, Waffles, Gulab Jamun, Veg Platter","North Indian, Mughlai",1500.0,Dine-out,Koramangala 5th Block,1
Sotally Tober,0,1,4.4,4081,Koramangala 4th Block,"Bar, Casual Dining","Cocktails, Barbeque Chicken Pizza, Chocolate Martini, Nachos, Bbq Chicken Pizza, Wedges, Beer","Asian, Burger, Pizza, Chinese, Finger Food",1200.0,Dine-out,Koramangala 5th Block,1
Toscano,1,1,4.5,718,Koramangala 7th Block,Casual Dining,"Pizza, Pasta, Cocktails, Spinach Ravioli, Tiramisu, Panna Cotta, Wine","Italian, Salad",1500.0,Dine-out,Koramangala 5th Block,1
1522 - The Pub,0,1,4.2,1741,Koramangala 4th Block,Pub,"Cocktails, Devils Chicken, Beer, Tandoori Chicken, Pasta, Pinacolada, Pizza","Chinese, Continental, North Indian",1400.0,Dine-out,Koramangala 5th Block,1
Zee5 Loft,1,0,4.4,362,Koramangala 6th Block,Cafe,"Tomato Soup, Brownie Shake, Pizza, Salad, Fries, Chicken Bbq Wings, Pasta","Cafe, North Indian, Pizza, Sandwich, Salad",500.0,Dine-out,Koramangala 5th Block,1
The Old Fashioned Bar,0,1,4.5,571,Koramangala 6th Block,Bar,"Cocktails, Long Island Iced Tea, Draught Beer, Masala Peanuts, Pizza, Mocktails, Chicken Tikka","Finger Food, North Indian, Continental",1000.0,Dine-out,Koramangala 5th Block,1
Blue Tokai Coffee Roasters,1,0,4.0,75,Koramangala 8th Block,Cafe,"Coffee, Potato Wedges","Cafe, Coffee",400.0,Dine-out,Koramangala 5th Block,0
B-hive,0,1,4.3,1551,Koramangala 1st Block,Pub,"Tandoori Chicken, Cocktails, Noodles, Paneer Tikka, Beer, Nachos, Pasta","Finger Food, North Indian",1200.0,Dine-out,Koramangala 5th Block,1
Harry's Bar + Cafe,1,1,4.2,1367,Koramangala 7th Block,"Casual Dining, Bar","Cocktails, Beer, Onion Rings, Burgers, Margherita Pizza, Mocktails, Veg Nachos","Asian, American, Mexican",1400.0,Dine-out,Koramangala 5th Block,1
Pasta Street,1,1,4.5,261,Koramangala 4th Block,Casual Dining,"Pasta, Wine, Pizza, Lasagne, Cheesecake, Spinach Ravioli, Cocktails","Italian, Pizza, Salad",1300.0,Dine-out,Koramangala 5th Block,1
The Smoke Co.,1,1,4.4,523,Koramangala 6th Block,Casual Dining,"Mysore Pak, Cocktails, Burgers, Pork Ribs, Fish, Mocktails, Beer","American, European",2500.0,Dine-out,Koramangala 5th Block,1
Barleyz,0,0,3.7,4652,Koramangala 6th Block,"Lounge, Microbrewery","Tandoori Chicken, Fish Chilli, Cocktails, Pizza, Craft Beer, Chaat, Long Island Iced Tea","North Indian, Continental, Chinese",2000.0,Dine-out,Koramangala 5th Block,0
China Pearl,1,1,4.4,1854,Koramangala 6th Block,Casual Dining,"Noodles, Veg Momos, Chicken Soup, Chicken Dumplings, Meishan Tofu, Sea Food, Mocktails",Chinese,1100.0,Dine-out,Koramangala 5th Block,1
Salt - Indian Restaurant Bar & Grill,1,1,4.4,681,Koramangala 7th Block,Casual Dining,"Dahi Kebab, Lamb, Mocktails, Lassi, Vegetable Biryani, Galauti Kebab, Mutton Biryani","North Indian, Mughlai, Biryani",1500.0,Dine-out,Koramangala 5th Block,1
Bistro Claytopia,1,1,4.1,1855,Koramangala 1st Block,Cafe,"Burgers, Coffee, Cappuccino, Barbeque Burger, Sandwiches, Spinach Pasta, Sandwich","Cafe, American, Italian, Burger",600.0,Dine-out,Koramangala 5th Block,1
The Beer Cafe,1,1,4.2,1176,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger",1300.0,Dine-out,Koramangala 5th Block,1
Cafe Thulp,1,0,4.1,3006,Koramangala 1st Block,Cafe,"Burgers, Fries, Pasta, Pork Chops, Chocolate Milkshake, Sandwiches, Waffles","Cafe, Burger, Italian, Salad",1000.0,Dine-out,Koramangala 5th Block,1
Mr. Beans - Home Cafe,1,1,4.2,2714,Koramangala 3rd Block,Cafe,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes","Cafe, Continental, Italian",1000.0,Dine-out,Koramangala 5th Block,1
Dialogues,0,0,4.1,314,Koramangala 4th Block,Cafe,"Poha, Momos, Chai, Pasta, Tea, Pancakes, Chicken Sandwich","Cafe, Continental",600.0,Dine-out,Koramangala 5th Block,1
Hanoi - Vietnamese Cuisine,1,1,4.4,1808,Koramangala 4th Block,Casual Dining,"Pho, Hot Pot, Sangria, Fig Ice Cream, Crepe, Fish, Pumpkin Soup",Vietnamese,1000.0,Dine-out,Koramangala 5th Block,1
Koshe Kosha,1,0,4.0,576,Koramangala 1st Block,Casual Dining,"Fish, Kosha Mangsho, Chicken Curry, Luchi, Chingri Malaikari, Biryani, Bhetki Fry","Bengali, Seafood",600.0,Dine-out,Koramangala 5th Block,1
Pot-O-Noodles,0,1,4.3,164,Koramangala 4th Block,Casual Dining,"Noodles, Mocktails, Miso Soup, Chilli Ramen, Chicken Grill, Gyoza, Steamed Rice","Chinese, Asian, Japanese",800.0,Dine-out,Koramangala 5th Block,0
Stoked!,0,0,4.3,294,Koramangala 4th Block,Cafe,"Pizza, Pancakes, Penne Pasta, Hot Chocolate, Mezze Platter, Cappuccino, Waffles","Cafe, Italian, Pizza",850.0,Dine-out,Koramangala 5th Block,1
Mimansa @ Foxtrot,1,1,4.4,192,Koramangala 3rd Block,Cafe,"Pizza, Healthy Breakfast, Salads, Frittata, Salad, Carrot Halwa, Potato Fries",Cafe,1000.0,Dine-out,Koramangala 5th Block,0
Anjappar,0,0,3.9,1160,Koramangala 4th Block,Casual Dining,"Tandoori Chicken, Biryani, Chettinad Thali, Elaneer Payasam, Crab Soup, Fish, Pepper Chicken","Chettinad, South Indian",650.0,Dine-out,Koramangala 5th Block,0
Baba Chatkora,1,0,4.2,823,Koramangala 6th Block,Casual Dining,"Matka Lassi, Paneer Tikka, Chole, Shikanji, Onion Kulcha, Malai Chaap, Soya Chaap",North Indian,1000.0,Dine-out,Koramangala 5th Block,1
Bundar,0,0,4.1,2449,Koramangala 6th Block,Cafe,"Burgers, Cheese Burger, Mojito, Peri Peri Fries, Apple Pie, Tea, Peri Peri Chicken Wings","Cafe, Burger, Fast Food, Desserts",700.0,Dine-out,Koramangala 5th Block,1
Via Milano,1,1,4.2,1626,Koramangala 4th Block,Casual Dining,"Pasta, Pizza, Steak, Mojito, Salads, Tiramisu, Sea Food","Salad, Italian, Desserts, Pizza",1500.0,Dine-out,Koramangala 5th Block,1
Lot Like Crepes,1,0,4.6,1026,Koramangala 7th Block,"Cafe, Dessert Parlor","Paneer Peri Peri, Pancakes, Fajitas, Sweet Crepe, Peri Peri Chicken, Chicken Breast, Nutella Crepe","Cafe, Desserts, Continental",550.0,Dine-out,Koramangala 5th Block,1
Oldtown Dilli,1,1,4.1,258,Koramangala 4th Block,Casual Dining,"Rabri, Tandoori Roti, Mutton Roganjosh, Shahi Tukda, Naan, Mutton Seekh, Malai Kofta","Mughlai, North Indian, Turkish, Afghan",750.0,Dine-out,Koramangala 5th Block,1
Nandhana Palace,0,1,4.1,811,Koramangala 4th Block,"Casual Dining, Bar","Supreme Chicken Biryani, Chicken Curry, Curd Rice, Chilli Chicken, Veg Thali, Lime Soda, Mutton Bone Soup","Andhra, Biryani, North Indian, Chinese",800.0,Dine-out,Koramangala 5th Block,1
Carrots,1,1,4.1,601,Koramangala 6th Block,Casual Dining,"Pizza, Pasta, Salads, Masala Chai, Soya Buttermilk, Burgers, Chocolate Icecreams","Italian, North Indian, Healthy Food, Desserts",1100.0,Dine-out,Koramangala 5th Block,1
Magnolia,1,1,4.1,674,Koramangala 3rd Block,Casual Dining,"Noodles, Pinacolada, Mocktails, Salad, Thai Green Curry, Spicy Crabmeat Soup, Clear Soup","Chinese, Thai, Asian",900.0,Dine-out,Koramangala 5th Block,1
Anupam's Coast II Coast,1,0,4.1,845,Koramangala 6th Block,Casual Dining,"Neer Dosa, Murgh Ghee Roast, Sea Food, Fish, Ghee Rice, Appam, Prawn Ghee Roast","Seafood, Mangalorean, North Indian, Chinese",700.0,Dine-out,Koramangala 5th Block,1
Enerjuvate Studio & Cafe,1,1,4.4,466,Koramangala 4th Block,Cafe,"Pizza, Healthy Breakfast, Momos, Enchiladas, Aloo Papdi Chaat, Coffee, Tea","Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800.0,Dine-out,Koramangala 5th Block,1
Tibetan Mother's Kitchen,1,0,4.0,960,Koramangala 7th Block,Casual Dining,"Momos, Noodles, Thukpa, Honey Chilli Potatoes, Chicken Thupka, Pork Chilli, Crispy Honey Chicken","Tibetan, Chinese, Momos",500.0,Dine-out,Koramangala 5th Block,1
Attic Lounge,1,1,4.0,1238,Koramangala 4th Block,Cafe,"Pizza, Pasta, Mocktails, Malai Tikka, Noodles, Chicken Tikka, Spaghetti",Cafe,700.0,Dine-out,Koramangala 5th Block,1
Bhojohori Manna,1,0,4.1,1962,Koramangala 6th Block,Casual Dining,"Fish, Sea Food, Chingri Malai Curry, Mutton Kasha, Jumbo Ilish, Chingri Malaikari, Jumbo Prawns","Bengali, Mughlai",650.0,Dine-out,Koramangala 5th Block,1
Tangerine - Davanam Sarovar Portico Suites,1,1,4.0,151,Koramangala 2nd Block,Casual Dining,"Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles","Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",1100.0,Dine-out,Koramangala 5th Block,0
Oye Amritsar,1,1,4.0,1864,Koramangala 6th Block,Casual Dining,"Lassi, Raita, Dal Makhani, Jalebi Rabri, Chaach, Hara Bhara Kabab, Lime Soda",North Indian,600.0,Dine-out,Koramangala 5th Block,1
Sathya's,0,1,4.1,759,Koramangala 3rd Block,Bar,"Chicken Tikka, Egg Chilli, Masala Peanuts, Beer, Pepper Chicken, Chilli Chicken, Masala Papad","North Indian, Chinese",1200.0,Dine-out,Koramangala 5th Block,1
Mayur,1,1,3.7,21,Hosur Road,Casual Dining,,"Andhra, North Indian, Chinese, Seafood",700.0,Dine-out,Koramangala 5th Block,0
Gudguda Prime Cafe,0,1,4.2,818,Koramangala 6th Block,Cafe,"Mocktails, Pizza, Veg Platter, Brownie, Burgers, Pasta, Fries Basket","Cafe, Continental, Chinese, Italian",800.0,Dine-out,Koramangala 5th Block,1
The Local - Terrace Drinkery,0,0,4.0,1408,Koramangala 6th Block,"Pub, Casual Dining","Beer, Burgers, Sandwiches, Virgin Mojito, Beef Chilli, Pork Chilli, Nachos","Continental, American, Pizza, BBQ",1000.0,Dine-out,Koramangala 5th Block,1
Cafe Terra,1,0,4.1,778,Koramangala 1st Block,Cafe,"English Breakfast, Waffles, Chocolate Cake, Frittata, Chicken Lasagne, Ginger Tea, Burgers","Cafe, Continental",700.0,Dine-out,Koramangala 5th Block,1
Baba Da Dhaba,0,1,4.1,450,Koramangala 7th Block,Casual Dining,"Dal Makhani, Phirni, Kheer, Chicken Butter Masala, Murgh Lababdar, Chicken Tikka, Paneer Tikka",North Indian,650.0,Dine-out,Koramangala 5th Block,1
Petoo,1,0,3.8,178,Koramangala 1st Block,Casual Dining,"Chaat, Gulab Jamun, Biryani, Samosa","North Indian, Fast Food, Street Food",800.0,Dine-out,Koramangala 5th Block,0
Patiala Highway,1,0,3.7,32,Koramangala 6th Block,Casual Dining,,North Indian,700.0,Dine-out,Koramangala 5th Block,0
Eagles Pizza,1,0,3.8,19,Koramangala 7th Block,Casual Dining,,"Pizza, Italian",400.0,Dine-out,Koramangala 5th Block,0
Banjara Melting Pot,1,1,4.2,767,Koramangala 4th Block,Casual Dining,"Mocktails, Dal Tadka, Paneer Lababdar, Stuffed Kulcha, Vegetable Biryani, Sea Food, Wine","North Indian, Chinese, Seafood",1700.0,Dine-out,Koramangala 5th Block,1
